Organisation,Sitz,Gesetzliche Grundlage ihrer Errichtung,Zahl der überwiegend als Interessenvertreter tätigen Personen,Bestätigte geschätzte Kosten der Interessenvertretung in ,Jahr,Webseite
Fachgruppe der Spediteure,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/k/TransportVerkehr/Spediteure/Startseite_-_Spediteure__Fachvertretung.html
"Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie","Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/content.Node/branchen/k/sparte_iuc/Unternehmensberatung-und-Informationstechnologie/Startseite-Unternehmenberatung-Informationstechnologie.html
"Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.ubit-stmk.at
"Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie","Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.serviceplace.at
"Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie","Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.ubit.at/wien
"Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie","Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/content.Node/branchen/vbg/sparte_iuc/Unternehmensberatung-und-Informationstechnologie/Startseite-Unternehmenberatung-Informationstechnologie.html
"Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/content.Node/branchen/ooe/sparte_iuc/Unternehmensberatung-und-Informationstechnologie/Startseite-Unternehmenberatung-Informationstechnologie.html
"Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie","Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/sbg/ubit
"Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.ubit.at/noe
"Fachgruppe Unternehmensberatung, Buchhaltung und Informationstechnologie","Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/content.Node/branchen/b/sparte_iuc/Unternehmensberatung-und-Informationstechnologie/Startseite-Unternehmenberatung-Informationstechnologie.html
"Fachverband der Maschinen-, Metallwaren- und Gießereiindustrie","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.fmmi.at
Fachverband der Personenberatung und Personenbetreuung,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/oe/Personenberatung_Personenbetreuung/Startseite---Personenberatung-und-Personenbetreuung,-Fachve.html"
Fachverband der persönlichen Dienstleister,"Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/oe/Persoenliche_Dienstleister/Startseite---Persoenliche-Dienstleister,-Fachverband.html"
"Fachverband Unternehmensberatung, Buchhaltung und Informationstechnologie","Wiedner Hauptstraße 63, 1045 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.ubit.at
"Landesgremium des Handels mit Maschinen, Computersystemen, Sekundärrohstoffen, technischem und industriellem Bedarf","Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/k/Handel-mit-Maschinen--Computersystemen--technischem-und-industriellem-Bedarf/Startseite_-
"Landesgremium des Handels mit Maschinen, Computersystemen, Sekundärrohstoffen, technischem und industriellem Bedarf","Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/ooe/maschinenhandel
"Landesgremium des Handels mit Maschinen, Computersystemen, Sekundärrohstoffen, technischem und industriellem Bedarf","Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/sbg/Handel-mit-Maschinen--Computersystemen--Sekundaerrohstoffen--technischem-und-industriellem-Bedarf/Startseite_-
"Landesgremium des Handels mit Maschinen, Computersystemen, Sekundärrohstoffen, technischem und industriellem Bedarf","Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/stmk/maschinen
"Landesgremium des Handels mit Maschinen, Computersystemen, Sekundärrohstoffen, technischem und industriellem Bedarf","Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/noe/maschinenhandel
"Landesgremium des Handels mit Maschinen, Computersystemen, Sekundärrohstoffen, technischem und industriellem Bedarf","Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at//maschinenhandel
"Landesgremium des Handels mit Maschinen, Computersystemen, Sekundärrohstoffen, technischem und industriellem Bedarf","Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/b/Handel-mit-Maschinen--Computersystemen-Sekundaerrohstoffen-technischem-und-industriellem-Bedarf/Startseite_-
"Landesgremium des Handels mit Maschinen, Computersystemen, Sekundärrohstoffen, technischem und industriellem Bedarf","Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/vbg/Handel-mit-Maschinen--Computersystemen--technischem-und-industriellem-Bedarf/Startseite_-
"Landesgremium des Handels mit Maschinen, Sekundärrohstoffen, technischem u. industriellem Bedarf","Schwarzenbergplatz 14, 1041 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/wien/maschinenhandel-technischer-bedarf
Landesinnung der Fahrzeugtechnik,"Europaplatz 1, 9021 Klagenfurt am Wörthersee","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/content.Node/branchen/k/Kraftfahrzeugtechniker/Startseite-Kraftfahrzeugtechniker.html
Landesinnung der Fahrzeugtechnik,"Hessenplatz 3, 4020 Linz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.kfz-betriebe.com
Landesinnung der Fahrzeugtechnik,"Julius-Raab-Platz 1, 5027 Salzburg","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/Content.Node/branchen/sbg/Fahrzeugtechnik/Bundesinnung-Fahrzeugtechnik.html
Landesinnung der Fahrzeugtechnik,"Körblergasse 111-113, 8010 Graz","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at/stmk/kfz
Landesinnung der Fahrzeugtechnik,"Landsbergerstraße 1, 3100 St. Pölten","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.kraftfahrzeugtechniker.at
Landesinnung der Fahrzeugtechnik,"Meinhardstraße 14, 6020 Innsbruck","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://wko.at//kfz
Landesinnung der Fahrzeugtechnik,"Robert Graf-Platz 1, 7000 Eisenstadt","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,"https://www.wko.at/Content.Node/branchen/b/Fahrzeugtechnik/Kraftfahrzeugtechniker/Startseite---Fahrzeugtechnik,-Landesinnung.html"
Landesinnung der Fahrzeugtechnik,"Rudolf-Sallinger-Platz 1, 1030 Wien","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,http://www.wko.at/wien/kraftfahrzeugtechnik
Landesinnung der Fahrzeugtechnik,"Wichnergasse 9, 6800 Feldkirch","Wirtschaftskammergesetz 1998 – WKG, BGBl I Nr 103/1998 idF BGBl I Nr 46/2014",*,*,2014,https://www.wko.at/content.Node/branchen/vbg/Kraftfahrzeugtechniker/Startseite-Kraftfahrzeugtechniker.html
"* - Gründung der Körperschaft erfolgte im 1. Halbjahr 2015, daher keine geschätzten Kosten verfügbar",,,,,2014,
